	Master	IT	Mod	1	2	3	4	5	6	7	8	9	10	11	12	13	14
17011	P10809	86.0	N-Term(TMTpro); K9(TMTproK8)	0.0	139.73789671282475	296.9392573396035	0.0	0.0	0.0	52.231696266627296	200.61977014674267	0.0	0.0	0.0	26.789388348426655	99.50821271063751	23722.057407456217
17012	P29401	26.416	N-Term(TMTpro); R6(Label:13C(6)15N(4)); R14(Label:13C(6)15N(4))	0.0	1951.5688045141674	1306.016221097142	935.5843280942527	744.5841792767055	1619.8182172854827	1526.9219954774771	1708.7888781100492	1636.7708373956507	1402.999013554444	1865.4359676806566	1401.3729525729386	1513.7619079899991	6229.424192329905
17013	Q04695	9.709	N-Term(TMTpro); R11(Label:13C(6)15N(4)); R12(Label:13C(6)15N(4))	0.0	361.04861522796546	755.4059485050275	60.9478712401351	98.36737391037059	727.7584094647473	1229.4568333695943	356.0602352812366	343.57948593250694	13.82434407960318	683.2326049006288	1279.825070696038	701.2998898258775	46701.85575548519
17014	P62888	41.70399999999999	N-Term(TMTpro); C8(Carbamidomethyl); R12(Label:13C(6)15N(4))	0.0	557.3907025077583	1067.5610830728124	209.33427430939355	337.3501645545898	653.5945719171511	611.1417847571879	934.8182541619003	907.1075558803818	310.21922322686737	636.7874574109212	878.1983241808907	692.3614231397971	10249.436811985439
17015	P0DMV9	26.099	N-Term(TMTpro); K11(TMTproK8)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21833.649222013686
17016	Q3SX28; P09493; P07951	86.0	N-Term(TMTpro); R13(Label:13C(6)15N(4))	0.0	431.8760616719564	789.4334018118695	232.65344664540606	249.2186791599001	502.5821344944699	469.69751704508514	513.4029239623108	536.2803480429684	293.20223168279307	500.01221420271366	517.7268007390869	405.8433341719604	9218.219262830766
17017	P08670	7.9239999999999995	N-Term(TMTpro); R9(Label:13C(6)15N(4)); R14(Label:13C(6)15N(4))	0.0	6143.877846018479	6842.70102734939	4082.886123725357	3611.876030886574	6114.17638564573	4907.98665801636	5593.679543752334	5944.833087783841	4568.9361405570135	5526.455624471411	5945.930174016325	5559.052340505208	54222.7992082988
17018	O43707	20.941	N-Term(TMTpro); K18(TMTproK8)	0.0	1796.9922145893875	2229.4928162988645	1218.349017862181	1557.949374643802	1796.82065085548	2158.077905484204	1967.3113245741033	1800.9853577894341	1588.1844224421366	1747.13237446832	1869.9194089890489	2034.9343917541605	35185.372862589094
17019	P18669	47.08	N-Term(TMTpro); K10(TMTproK8)	0.0	1137.7623545402691	999.6752183913861	482.17277758303385	860.1606214126466	1035.4969437194602	911.726828944744	1085.60586865768	728.7703548563393	492.7194379981763	590.9183052410815	876.4041660821206	1190.1770243955832	21654.69806395643
17020	P53396	86.0	N-Term(TMTpro); K9(TMTproK8)	0.0	1054.807002181526	1331.194255464146	589.099628732972	626.3226676357319	1076.7896447254568	1084.982144829449	980.1449379644641	998.3339642885476	733.0947188426314	1050.467352734321	1581.6342397498274	1154.2751941004565	22389.949944033353
17021	P11142	21.496	N-Term(TMTpro); R18(Label:13C(6)15N(4))	0.0	131.27564595082436	171.54363231598154	0.0	0.0	73.44654237958139	115.72251946965116	3.150792355936801	388.979414854427	55.03773612429336	313.19722143086756	145.52359381623296	213.9251135619802	6712.139196138347
17022	P31689	27.717	N-Term(TMTpro); K13(TMTproK8)	0.0	1056.19448598592	1284.2941738390123	482.49742494770317	620.6065008101723	1324.2316162354405	910.8185239959648	1159.313394529061	1278.0453646663682	1133.818447693939	1093.206299171748	1582.4435927486816	1512.1506742039355	11355.28182226239
17024	P51858	86.0	N-Term(TMTpro); C2(Carbamidomethyl); K19(TMTproK8)	0.0	163.98916592169724	274.0579779381437	79.24045609016429	133.3575984518758	225.22893251108076	169.00721108286473	206.19013251054764	183.3880001789085	271.87639874603633	254.1165897722093	300.23799029427073	217.9456415669282	3889.4482478961972
17025	P21333	86.0	N-Term(TMTpro); R16(Label:13C(6)15N(4))	0.0	215.93644445870825	159.2198875806061	106.81710366027465	102.65434319219747	111.27214860119659	168.51367440029946	143.3595362797086	131.76451633832335	13.44176198571921	107.32879134512069	154.16645033376722	202.44513027098657	7649.975141840082
17026	P21333	86.0	N-Term(TMTpro); R16(Label:13C(6)15N(4))	0.0	193.08589357600647	272.7293594970089	178.76306621315405	140.07045429903297	256.1829212662436	217.46222146255184	230.3987557082687	246.30548662209424	154.62558368448794	226.3284460086922	366.48523016881575	202.2880494043995	7579.722651713785
17027	P61247	33.357	N-Term(TMTpro); K9(TMTproK8)	0.0	1705.2561537334664	1797.5384477979833	516.9419654647972	540.4811391110288	1543.659968026987	1638.4844478357577	1656.7238387613288	1695.0735610255265	1397.8308547083889	1468.1488436382383	1874.0820836399857	1393.435004411278	28737.43732633251
17028	P07195	11.149000000000001	N-Term(TMTpro); R9(Label:13C(6)15N(4))	0.0	2981.1254766828715	2237.011829533899	2454.7557588185	654.4365388833221	1684.2785550703984	1950.8643676028832	2749.2431758195426	3015.7467470685087	1923.316144832077	1790.4964104556511	3964.1075268019713	2994.8176467436833	48686.31582331252
17029	P60660	86.0	N-Term(TMTpro); C6(Carbamidomethyl); R11(Label:13C(6)15N(4))	0.0	913.5826958271664	904.308943698403	443.6753139510772	561.1022388087367	851.1935270334877	783.6004948619959	803.886532609019	725.7462291258407	496.0763560821699	645.0436413654643	767.7081817705734	773.9480021150773	9324.818942620452
17030	O14818	42.815	N-Term(TMTpro); K11(TMTproK8)	0.0	787.2836196466126	808.0206009898955	519.1188735457399	373.27324890423233	818.3340950518009	686.6884658156673	788.3953746430498	795.7217740400288	480.7271356213687	674.7656360116341	824.4329009473724	826.4795471894784	13780.858247104097
17031	P08670	86.0	N-Term(TMTpro); R8(Label:13C(6)15N(4)); R19(Label:13C(6)15N(4))														
17032	P06733	86.0	N-Term(TMTpro); C14(Carbamidomethyl); K15(TMTproK8)	0.0	641.8702216417023	639.3555336439377	409.6953165740033	451.38906786597374	631.8000265774408	563.485418558944	597.7249415630444	582.3601057783952	452.4032487285664	531.8482716137152	773.4439350261837	598.7019521970122	9058.031664661317
17033	P61247	30.36	N-Term(TMTpro); C2(Carbamidomethyl); R13(Label:13C(6)15N(4))														
17034	P31946; Q04917; P61981; P27348	22.194000000000003	N-Term(TMTpro); K8(TMTproK8)	0.0	1995.577274293566	2285.567164193595	1064.7711567482675	756.4838499722027	1601.232669185758	1592.3622173037893	1421.5808196812304	1544.4301491876613	978.4201676929647	1607.0614687685638	2122.945839973836	1458.9094610578354	70778.06177008168
17035	Q05639; P68104	10.199	N-Term(TMTpro); K9(TMTproK8)	0.0	3750.0718205535527	4742.519034432107	1504.5892463472464	928.2032210946986	3082.7250070724317	3106.099186008239	4106.244246793831	4832.808569633375	2527.107093449555	2807.6016976440546	4570.542485730904	3708.1771532045536	58631.053576090686
17036	P07237	10.154	N-Term(TMTpro); K11(TMTproK8)	0.0	1651.223214478875	1965.9076519011423	1007.5499802927798	1234.3927562778126	731.5636164196685	1543.417021168344	1413.3275018786853	1758.164249991868	1246.237580979191	1375.2585047675066	1653.1073889196186	1644.476172726635	52276.71603007383
17037	P09211	33.922	N-Term(TMTpro); K15(TMTproK8)	0.0	30.40902837124463	479.49439920559007	28.103007232539312	57.038535392887525	296.56258199547847	170.4038848179739	113.85295165142043	274.71127916876003	0.0	254.764441988822	586.2032948976303	269.3834027365947	18631.578020461664
17038	P24534	86.0	N-Term(TMTpro); K9(TMTproK8)	0.0	1116.470028400991	800.9162900397972	301.50739864842035	449.20996647899904	569.6473403566844	610.1145454635001	682.0781262847819	669.3230205070043	353.0372209880002	603.1119289072395	586.5571816138305	447.64491968846266	12481.30967577657
17039	Q04695	11.187999999999999	N-Term(TMTpro); K9(TMTproK8)	0.0	2229.467259773544	2394.5200557203993	1137.4695378038173	1447.3428039368196	1962.5870903563991	2134.4170642449258	1777.2539102384485	2222.464615415968	1015.661876078295	1692.9614847282696	2545.427563733876	1504.2237302913936	89643.91872114754
17040	P49411	86.0	N-Term(TMTpro); K9(TMTproK8)	0.0	438.3986380106585	693.5640455862169	145.31360170600988	149.66699319445206	479.68923811208424	355.9918527849288	337.03447570685626	394.27457987801927	176.68415543535684	374.8367740418503	497.9365477080778	435.3712118496121	16115.79606067687
17041	P06748	8.821	N-Term(TMTpro); K9(TMTproK8)	0.0	12097.8778616433	13747.005425628922	8669.847392989754	10938.858552133364	13420.107764876817	14519.904775786257	13936.31277321883	13502.491079339763	11313.934930865731	11452.455154015524	12149.907218299086	13679.620456248387	125522.42478086142
17042	P05141	86.0	N-Term(TMTpro); C12(Carbamidomethyl); R14(Label:13C(6)15N(4))	0.0	272.46547289222224	431.68554270207756	148.11374658550278	139.96239638839836	284.5032476795104	332.3054829853171	336.3672780475292	276.12454656684906	149.880040219266	302.9721347206919	473.61542309353865	283.312979092353	8728.90663160918
17043	P14618	28.813000000000002	N-Term(TMTpro); C1(Carbamidomethyl); C2(Carbamidomethyl); K11(TMTproK8)	0.0	199.45548034159265	420.7548357889027	405.5790334106555	4.3142461415081925	222.56445309681703	713.3071813811134	625.0962728172617	222.2145769200538	339.0285767385485	336.9101479033384	480.80268237732616	273.07544449746956	1396.3764968800288
17044	P21333	81.096	N-Term(TMTpro); K10(TMTproK8)	0.0	898.0061198357611	1051.1394162133824	675.1648758099337	670.7667113328226	853.6902936905857	912.1306636167616	817.2236508841978	955.7199262228474	752.870317869268	847.0166631884462	1169.0955720366755	880.5097322594451	28730.353374934664
17045	P15880	16.759	N-Term(TMTpro); C2(Carbamidomethyl); K11(TMTproK8)	0.0	1183.1271841920288	1761.8004855173463	456.989048875404	669.9887228801654	1342.4593846285684	1208.5225411759848	1189.1404643831274	1105.5616890398846	751.2476808283996	1224.1814043779468	1747.261238595112	1425.9929118192476	31672.97932183155
17047	P62917	84.08	N-Term(TMTpro); K16(TMTproK8)	0.0	853.3506759898526	1146.9615214264202	489.966705442331	568.2421467110976	904.4573250161507	918.3099104613159	845.0297387271382	1036.1357165047175	667.5982651804409	887.2723736391695	954.9918303449597	932.6640574493558	15175.650365861624
17048	P62263	25.766	N-Term(TMTpro); K10(TMTproK8)	0.0	3185.478339516879	2851.165207459153	1334.2024431956697	1507.7915977298435	2900.987719300136	2671.876732180789	2986.282142347861	2941.748195908144	1761.5126454121264	2425.118077298266	3022.5030047778982	2647.1369722400655	35890.86082998968
17049	P60842; Q14240	86.0	N-Term(TMTpro); K14(TMTproK8)	0.0	271.95685711339615	313.45247054611264	134.25201518378532	174.6160715226177	247.58812352122612	235.74931424322386	252.26239417606013	275.6118768623783	188.99223054787473	223.16494131224954	291.73597751894465	257.30394514612453	3604.772906239203
17050	P08238	8.575	N-Term(TMTpro); R15(Label:13C(6)15N(4))														
17051	P21333	86.0	N-Term(TMTpro); R13(Label:13C(6)15N(4))	0.0	0.0	45.932894632349644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.4135714925584	0.0	19080.934423261337
17053	Q15366; Q15365	86.0	N-Term(TMTpro); R20(Label:13C(6)15N(4))	0.0	233.4519845871689	274.1788360844175	120.45261539329556	95.94579184828694	171.93975439076166	178.53672861188375	227.7192354386534	240.74192349051077	197.56803450790017	187.67944357985516	247.13728713110652	186.07567518043072	3863.404001443293
17054	O95197	25.999000000000002	N-Term(TMTpro); R11(Label:13C(6)15N(4))	0.0	977.2641921797831	844.705851124435	485.03299646465257	113.4930335079971	538.1827408282516	665.0029841358846	770.8402680058152	499.92619368709165	545.2167921437731	377.858475177999	652.8309910662902	782.6359560881428	15113.922880953367
17055		86.0	N-Term(TMTpro); K10(TMTproK8)	0.0	284.4957668421838	470.6647298624364	281.05272428961655	320.9881551668018	478.1709898046473	479.9858769769269	380.1138641172289	375.17293561807	289.5001143290026	339.37763768687455	354.45319613894105	448.71671585628053	14291.733286024397
17056	P15880	29.179000000000002	N-Term(TMTpro); K11(TMTproK8)	0.0	704.2981961691021	576.9501954724819	0.0	0.0	572.185963250909	516.5549483300906	353.0681988810484	267.2332937513934	134.3002446325645	436.9167301738735	308.77199238998355	490.06693930920164	13684.097251981455
17057	Q13765	22.868000000000002	N-Term(TMTpro); R13(Label:13C(6)15N(4))	0.0	953.5607534012731	313.60086512520934	110.18654086611309	351.1470116171124	484.6078406914546	479.0243938698047	543.7879501322534	770.984700828458	306.1831948910642	251.03416148385963	1199.908593781826	816.204886666266	5733.508992193529
17059	P15880	86.0	N-Term(TMTpro); K11(TMTproK8)	0.0	321.6390561720325	223.11438156975646	0.0	0.0	119.29414671443442	57.33105581178506	149.10822963090868	171.43486048738055	0.0	172.58742880880936	236.54117266653657	46.96395279553167	8698.936020119105
17060	P21333	24.081	N-Term(TMTpro); K9(TMTproK8)	0.0	2158.112569297111	2154.049305382986	1284.2297407868666	1644.3353667857616	1966.6668783479502	2255.7564636783054	2191.753911489669	2147.0185967928046	1349.1391391061813	1803.005217246656	2204.1546512284713	2185.944701504671	73583.192720645
17061	P21333	17.461	N-Term(TMTpro); K15(TMTproK8)	0.0	472.8229616984504	741.6772696184419	661.6725203256076	197.05338991228473	947.2969864902345	957.6423775905198	1063.1388493428024	883.0786493207431	956.4566460371877	1108.7514803538104	963.5739389471184	883.3302531501738	26026.203557016266
17062	P84098	16.849	N-Term(TMTpro); R17(Label:13C(6)15N(4))	0.0	1028.4348019861618	1026.1886922964932	464.55292879929675	622.1182604505191	903.8265638464081	605.3356100118806	1074.0476406348967	1159.5349367746808	604.0282540519927	810.3783964444524	1114.3069558853076	675.9762479410997	14333.1197031569
17063	Q04695	86.0	N-Term(TMTpro); K10(TMTproK8)	0.0	1007.9278665666725	1204.9748977005531	604.1855978580093	615.9847022018573	920.2317523945144	790.9792728229256	966.9347082896809	881.1887673609556	565.2835794702894	718.1763311792779	1240.1480626761002	1072.7556079144447	37365.99792789558
17064	Q9NRX4	86.0	N-Term(TMTpro); C3(Carbamidomethyl); C5(Carbamidomethyl); C7(Carbamidomethyl); R12(Label:13C(6)15N(4))	0.0	297.60067755388974	334.5271331212093	221.30175924908596	213.4761933726269	372.7701536107262	326.7330040920726	306.4162417583099	285.5173178018089	264.3307260044413	316.14202822893014	355.32664001289623	259.87665612646504	5029.072542087082
17065	P15880	27.965999999999998	N-Term(TMTpro); K8(TMTproK8)	0.0	2529.555562263174	2953.118984409039	868.791716722199	1222.4735202586648	2299.289715231693	2309.006709237248	2730.192029118753	2539.1062363813376	1496.5383371590347	2094.9725478397254	2368.41079644962	2625.148947514504	56510.094932361826
17066	P14866	86.0	N-Term(TMTpro); R10(Label:13C(6)15N(4))	0.0	1204.3650987970393	1228.4890478706652	1041.1440686820151	1147.870258085694	1186.7189742410078	1206.6679212667573	1063.9532942687817	1057.7790005402078	1223.7250287280897	1153.366332520833	1311.1903739888498	1252.162352563874	13850.985781638889
17067	P18124	17.579	N-Term(TMTpro); R11(Label:13C(6)15N(4))	0.0	2269.3724388399924	2391.123861391861	1094.367113762437	990.1026428458858	1689.4610124932292	1526.6314484037584	2235.0591164493294	1912.4870008600228	1313.9652236054358	1712.3826465120833	2609.6257396221495	1741.2409318812083	43564.8992008675
17068	P40925	86.0	N-Term(TMTpro); C12(Carbamidomethyl); K17(TMTproK8)	0.0	124.45701927223786	90.5426050234314	0.0	119.29593542779253	101.17123845681158	144.98996463694084	224.4016692699829	146.68951106194982	63.29557666574465	159.53197034005188	202.018639115601	187.33761632835967	7358.68466258031
17069	P83731	86.0	N-Term(TMTpro); C4(Carbamidomethyl); K10(TMTproK8)	0.0	465.8089781876715	489.19355433975284	239.99450987260934	164.6855793980426	263.87929670364394	332.08323679969374	307.0086865969132	391.3606217161596	303.695818903705	369.00903380342527	497.7170356938125	352.87078213532186	4687.58008196154
17070	P07900	86.0	N-Term(TMTpro); R9(Label:13C(6)15N(4))	0.0	1861.7415308086295	1866.1016807456642	1453.1489146853728	1715.9471641669513	1914.3370381943735	1822.96439445002	1909.7504484968233	1847.6248214505074	1673.5992110840898	1752.2954237714007	1939.5237727514343	2110.269718287591	15170.355773822355
17071	P12236; P05141; P12235	10.786	N-Term(TMTpro); R8(Label:13C(6)15N(4))	0.0	3303.7337658639294	3146.171152807328	1989.4278036486216	2103.9097680349946	2775.7159642820375	2798.865347213195	3441.291059147445	3300.9810057758427	2184.282758944474	3061.722634976268	3425.7988938518806	3468.093967598476	72480.51033963944
17072	P10599	86.0	N-Term(TMTpro); K9(TMTproK8)	0.0	312.09284259205685	279.266101199918	135.99254996066668	184.36636393276524	300.4477662179146	331.78118949229895	231.56302342314348	208.82867646952525	202.47473805322795	419.00871392423267	367.28948792662493	236.87180691738763	10094.306940843106
17073	P21796	63.083999999999996	N-Term(TMTpro); K8(TMTproK8)	0.0	1179.972763709557	1356.2504047185698	818.1348212529379	868.7279364567826	1284.7555949307707	1269.2277974483027	1271.6972113543607	1200.0766373707338	1039.5032755270986	1151.7079078000097	1164.787527385828	1044.9104383643758	43688.47681662403
17074	P58107; Q15149	86.0	N-Term(TMTpro); R9(Label:13C(6)15N(4))	0.0	289.298366158548	233.3139019258573	45.759444251170976	23.023972391032316	218.1474336121447	193.46585633065467	162.09373248850977	195.3639569626472	0.0	193.30082186807692	240.84770644866478	158.01094436023948	19371.126777780533
17075	P14618	19.043	N-Term(TMTpro); K10(TMTproK8)	0.0	2581.548936821631	3271.8878674923862	1494.2226618116938	1906.8261717723622	2712.224123590402	2564.874912388817	2430.2845428619253	2974.5013189776946	1349.8273816359233	2481.0205664901814	3179.8454541133938	3308.9483319204596	129017.25863590793
17076	P60842; Q14240	24.579	N-Term(TMTpro); K14(TMTproK8)	0.0	1062.6764709876156	1265.4192594199267	869.3120669626317	728.1372493476028	1130.258941431589	1224.3852615431456	889.6588318144675	901.58825170006	884.6300741317327	1259.117056570612	1243.8600147646066	1061.3625492954493	14660.365235776651
17077	P08758	16.47	N-Term(TMTpro); R9(Label:13C(6)15N(4))	0.0	2064.537261030235	2487.465982701738	1643.8449371294423	1625.8484810164814	2028.7804107460975	1645.0105461011904	2066.958866148983	2461.372676687855	1039.4229625973207	2109.0247034851695	3161.0881218146856	2554.4134711791635	57289.60536513568
17078	P35580; P35579	86.0	N-Term(TMTpro); K1(TMTproK8); K10(TMTproK8)	0.0	1087.0313219381646	1164.3729633985554	487.0000411893043	534.6913464790309	1053.2462486531822	1015.9942712710736	998.9282976001705	906.5833993267311	607.8771203474876	885.668348066386	669.6418279216277	904.9748355149982	40492.00729401884
17079	P04406	10.064	N-Term(TMTpro); R1(Label:13C(6)15N(4)); K22(TMTproK8)	0.0	4724.853351900776	4561.246231706065	4389.780728134013	2856.638783213134	4021.797690821122	4695.534244180447	4708.314532505488	4902.714532299396	3709.445965369504	4237.8088602914795	5174.568928576088	4596.878832746324	3782.7850639064854
17080	Q15366	32.907	N-Term(TMTpro); C8(Carbamidomethyl); K14(TMTproK8)	0.0	1910.8335955738394	1901.8899140949948	1617.5843075146454	1598.7326315278628	1830.7939948625303	2258.352871134668	2093.562465118156	1989.8367939421241	1849.811685141979	2236.2219307169057	2407.523045881537	1981.5825178872765	24511.7963063798
17081	P12956	39.51	N-Term(TMTpro); R14(Label:13C(6)15N(4))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9360.647726689209
17082	Q05639; P68104	12.085	N-Term(TMTpro); K9(TMTproK8)	0.0	3734.924649524649	3987.623572886423	1324.6750215270135	1270.1283613571254	3434.7702186507504	2775.843207215491	4187.308174213512	3960.3051890569504	2394.4571444710014	2884.9844755888103	3308.230890623744	3868.36147826824	61373.55125686762
17083	P08195	86.0	N-Term(TMTpro); R11(Label:13C(6)15N(4)); R21(Label:13C(6)15N(4))	0.0	413.02485815678824	369.1479779221056	197.02805735890115	319.2579181899739	337.1444073257844	221.90873947574323	360.5516246796476	286.1298724962162	210.9649663903051	273.828172484059	510.54590413076517	282.2431838124237	6568.386249719832
17084	P07355	86.0	N-Term(TMTpro); K11(TMTproK8)	0.0	563.5612998797513	490.53502010292505	288.71467267029414	305.8267654364929	375.12966767487796	509.0390060988959	398.41435345932996	439.6616408851406	401.61364817556046	468.17111096968586	544.5577777094506	540.9454400284163	14137.355054816979
17085	P52292	56.88	N-Term(TMTpro); K15(TMTproK8)	0.0	379.57597005609614	322.6594441775014	0.0	0.0	210.05381805047523	232.03032853476725	196.4512434606429	173.7240282444077	203.0969212764819	211.3631547405314	295.50738219463483	200.66632799737272	2992.706614385236
17086	P06748	55.243	N-Term(TMTpro); K9(TMTproK8)	0.0	1663.8296451373267	2160.904016219519	1287.0452064246506	1371.3718849485253	1733.4525378150602	2176.9617772535557	2269.1850981787784	1949.6821522937198	1411.7811656208542	1672.6323671986324	2083.334877751735	2014.2957122330267	18970.898926750655
17087	Q9HAV0; P62873; P62879	15.924000000000001	N-Term(TMTpro); R10(Label:13C(6)15N(4))	0.0	3420.1949134562815	3038.7184227971734	2611.4529374599583	2981.774884775992	3208.645878272465	3670.155338181144	2996.6560734392333	2968.518778377858	3195.451718630263	3547.0058185693238	3454.7902415689628	3343.3452690459994	20243.74911621198
17088	P08729; P08729	86.0	N-Term(TMTpro); K10(TMTproK8)	0.0	537.1068199060364	590.9827654984306	297.9515029741075	327.1647842436013	460.37691813015965	449.2925355637193	486.9501266042131	543.9265956342906	245.5449917480022	443.72940867925126	630.3397928928584	523.1041324630846	21206.357155656773
17089	P07355	12.144	N-Term(TMTpro); K11(TMTproK8)	0.0	1884.36750973178	2742.7971725750617	922.7449424237161	1306.1539530394862	1864.7223267673867	1611.8758234502184	1466.2250021530112	1542.1048113874017	1350.947211322199	1612.109410317516	1789.8499602541892	2151.106003980891	52087.44758629511
17090	P08708	24.736	N-Term(TMTpro); K10(TMTproK8)	0.0	2781.982406644178	3297.597647060201	1590.6733504859405	1454.6455531727868	2432.267399392371	2261.136297273183	2964.6403595021166	2778.645971395861	2120.6283685468525	2422.4444550238695	2893.711955212755	2716.7276458313727	34943.44544329293
17091	P62424	30.675	N-Term(TMTpro); C2(Carbamidomethyl); K15(TMTproK8)	0.0	1509.7603833224298	1789.8916416052261	818.3112986383394	958.3277714268061	1245.5466022644603	1215.2968931158885	1676.7394176348685	1456.7834010635224	1423.2295628967559	1258.9938981334867	1481.5739131595974	1743.2654531210874	9614.503792439953
17092	P00338	32.308	N-Term(TMTpro); K10(TMTproK8)	0.0	852.336513864441	792.1693378547659	348.99799717165706	596.0240569627215	683.8407237740932	653.7687302043485	715.8778038883022	761.863545913134	272.15657223835024	692.1156406795078	740.116641500809	772.2598749812821	29520.75242864265
17093	P08670	30.897	N-Term(TMTpro); R19(Label:13C(6)15N(4))	0.0	585.2728996890177	908.754261980855	195.48918015289075	337.5804033543153	469.8906657195877	674.6103248652486	797.0535369878479	543.4338432196943	360.5613300606177	509.2427488637119	855.3561995079705	778.2827140143535	9445.304257095875
17094	Q00610	86.0	N-Term(TMTpro); C4(Carbamidomethyl); R9(Label:13C(6)15N(4))	0.0	748.8198948228095	946.1044492525843	641.7795298756001	798.7639762094603	854.5160376630258	804.0168153317749	804.6970478869092	874.1744674911737	690.6915306864418	785.7264808730736	964.4360839132023	880.5502558429714	8365.957270981356
